Committee_Name,Report_Year,Report_Type,Is Amendment,, 
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2013,Year End Semi-Annual,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2014,First Quarter,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2014,Fourth Quarter,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2014,Second Quarter,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2014,Third Quarter,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2015,Mid Year Semi-Annual,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2016,First Quarter,,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2016,First Quarter,X,,
CSX TRANSPORTATION PAC/GOOD GOVT FUND,2020,Fourth Quarter,,,
CULLIE TARLETON FOR NC STATE HOUSE,2010,Mid Year Semi-Annual,,,
CULPEPPER FOR JUDGE COMM,2012,First Quarter,,,
CULPEPPER FOR JUDGE COMM,2012,Fourth Quarter,,,
CULPEPPER FOR JUDGE COMM,2012,Organizational,,,
CULPEPPER FOR JUDGE COMM,2012,Organizational,X,,
CULPEPPER FOR JUDGE COMM,2012,Second Quarter,,,
CULPEPPER FOR JUDGE COMM,2012,Second Quarter,X,,
CULPEPPER FOR JUDGE COMM,2012,Third Quarter,,,
CUMBERLAND COUNTY DEMOCRATIC BUILDING FUND,2019,Year End Semi-Annual,,,
CUMBERLAND COUNTY DEMOCRATIC BUILDING FUND,2020,Fourth Quarter,,,
CUMBERLAND COUNTY DEMOCRATIC BUILDING FUND,2020,Second Quarter,,,
CUMBERLAND COUNTY GOP BUILDING COMMITTEE,2017,Mid Year Semi-Annual,,,
CUMBERLAND COUNTY GOP BUILDING COMMITTEE,2017,Year End Semi-Annual,,,
CUMBERLAND COUNTY MEDICAL SOCIETY PAC,2015,Year End Semi-Annual,,,
CUMBERLAND COUNTY MEDICAL SOCIETY PAC,2016,First Quarter,,,
CUMBERLAND COUNTY MEDICAL SOCIETY PAC,2016,Fourth Quarter,,,
CUMBERLAND COUNTY MEDICAL SOCIETY PAC,2016,Second Quarter,,,
CUMBERLAND COUNTY MEDICAL SOCIETY PAC,2016,Third Quarter,,,
CUMBERLAND COUNTY REPUBLICAN WOMEN'S CLUB,2007,Mid Year Semi-Annual,X,,
CUMBERLAND COUNTY REPUBLICAN WOMEN'S CLUB,2007,Year End Semi-Annual,X,,
CUMBERLAND COUNTY REPUBLICAN WOMEN'S CLUB,2008,Year End Semi-Annual,,,
CUMBERLAND CTY DEM MEN'S CLUB,2019,Mid Year Semi-Annual,,,
CUMBERLAND CTY DEM MEN'S CLUB,2019,Year End Semi-Annual,,,
CUMBERLAND CTY DEM MEN'S CLUB,2020,Fourth Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2004,Year End Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2009,Year End Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2009,Year End Semi-Annual,X,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2010,First Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2010,Fourth Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2010,Second Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2010,Third Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2011,Mid Year Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2011,Year End Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2012,First Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2012,Fourth Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2012,Second Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2012,Third Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2013,Mid Year Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2013,Year End Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2014,First Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2014,Fourth Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2014,Second Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2014,Third Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2015,Mid Year Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2015,Year End Semi-Annual,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2016,First Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2016,Fourth Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2016,Second Quarter,,,
CUMBERLAND CTY HOMEOWNERS & TAXPAYERS ASSN PAC,2016,Third Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2009,Fourth Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2009,Organizational,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2009,Special,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2010,First Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2010,Fourth Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2010,Second Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2010,Third Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2011,Mid Year Semi-Annual,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2011,Year End Semi-Annual,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2012,First Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2012,Fourth Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2012,Second Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2012,Third Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2013,Mid Year Semi-Annual,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2013,Year End Semi-Annual,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2014,First Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2014,Fourth Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2014,Second Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2014,Third Quarter,,,
CUMBERLAND CTY MEDICAL SOCIETY PAC,2015,Mid Year Semi-Annual,,,
CUMBERLAND DBF,2019,Mid Year Semi-Annual,,,
CUMBERLAND DBF,2019,Mid Year Semi-Annual,X,,
CUMBERLAND DEC,2009,Year End Semi-Annual,,,
CUMBERLAND DEC,2010,First Quarter,,,
CUMBERLAND DEC,2010,Fourth Quarter,,,
CUMBERLAND DEC,2010,Second Quarter,,,
CUMBERLAND DEC,2010,Third Quarter,,,
CUMBERLAND DEC,2011,Year End Semi-Annual,,,
CUMBERLAND DEC,2012,Fourth Quarter,,,
CUMBERLAND DEC,2013,Mid Year Semi-Annual,,,
CUMBERLAND DEC,2013,Mid Year Semi-Annual,X,,
CUMBERLAND DEC,2013,Year End Semi-Annual,,,
CUMBERLAND DEC,2014,First Quarter,,,
CUMBERLAND DEC,2014,First Quarter,X,,
CUMBERLAND DEC,2014,Fourth Quarter,,,
CUMBERLAND DEC,2014,Fourth Quarter,X,,
CUMBERLAND DEC,2014,Second Quarter,,,
CUMBERLAND DEC,2014,Third Quarter,,,
CUMBERLAND DEC,2015,Mid Year Semi-Annual,X,,
CUMBERLAND DEC,2016,First Quarter,X,,
CUMBERLAND DEC,2016,Fourth Quarter,,,
CUMBERLAND DEC,2016,Third Quarter,,,
CUMBERLAND DEC,2019,Mid Year Semi-Annual,,,
CUMBERLAND DEC,2019,Year End Semi-Annual,,,
CUMBERLAND DM,2004,Third Quarter,,,
CUMBERLAND DM,2020,First Quarter,X,,
CUMBERLAND DW,2011,Year End Semi-Annual,X,,
CUMBERLAND DW,2015,Mid Year Semi-Annual,,,
CUMBERLAND DW,2015,Year End Semi-Annual,,,
CUMBERLAND DW,2016,First Quarter,,,
CUMBERLAND DW,2016,Fourth Quarter,,,
CUMBERLAND DW,2016,Second Quarter,,,
CUMBERLAND DW,2016,Third Quarter,,,
CUMBERLAND NC PAC,2009,Mid Year Semi-Annual,,,
CUMBERLAND NC PAC,2009,Year End Semi-Annual,,,
CUMBERLAND NC PAC,2010,First Quarter,,,
CUMBERLAND NC PAC,2010,Fourth Quarter,,,
CUMBERLAND NC PAC,2010,Second Quarter,,,
CUMBERLAND NC PAC,2010,Third Quarter,,,
CUMBERLAND NC PAC,2011,Mid Year Semi-Annual,,,
CUMBERLAND NC PAC,2011,Year End Semi-Annual,,,
CUMBERLAND NC PAC,2012,First Quarter,,,
CUMBERLAND NC PAC,2012,Fourth Quarter,,,
CUMBERLAND NC PAC,2012,Second Quarter,,,
CUMBERLAND NC PAC,2012,Third Quarter,,,
CUMBERLAND NC PAC,2013,Mid Year Semi-Annual,,,
CUMBERLAND NC PAC,2013,Year End Semi-Annual,,,
CUMBERLAND NC PAC,2014,First Quarter,,,
CUMBERLAND NC PAC,2014,Fourth Quarter,,,
CUMBERLAND NC PAC,2014,Second Quarter,,,
CUMBERLAND NC PAC,2014,Third Quarter,,,
CUMBERLAND NC PAC,2015,Year End Semi-Annual,,,
CUMBERLAND NC PAC,2016,First Quarter,,,
CUMBERLAND NC PAC,2016,Fourth Quarter,,,
CUMBERLAND NC PAC,2016,Second Quarter,,,
CUMBERLAND NC PAC,2016,Third Quarter,,,
CUMBERLAND NORTH CAROLINA - POLITICAL ACTION COMMITTEE,2007,Mid Year Semi-Annual,X,,
CUMBERLAND REC,2004,First Quarter,X,,
CUMBERLAND REC,2004,Fourth Quarter,X,,
CUMBERLAND REC,2004,Second Quarter,X,,
CUMBERLAND REC,2004,Third Quarter,X,,
CUMBERLAND REC,2005,Mid Year Semi-Annual,X,,
CUMBERLAND REC,2005,Year End Semi-Annual,X,,
CUMBERLAND REC,2006,First Quarter,X,,
CUMBERLAND REC,2006,Fourth Quarter,X,,
CUMBERLAND REC,2006,Second Quarter,X,,
CUMBERLAND REC,2006,Third Quarter,X,,
CUMBERLAND REC,2009,Year End Semi-Annual,,,
CUMBERLAND REC,2010,First Quarter,,,
CUMBERLAND REC,2010,Fourth Quarter,,,
CUMBERLAND REC,2010,Second Quarter,,,
CUMBERLAND REC,2010,Third Quarter,,,
CUMBERLAND REC,2010,Third Quarter,X,,
CUMBERLAND REC,2011,Fourth Quarter,X,,
CUMBERLAND REC,2011,Mid Year Semi-Annual,,,
CUMBERLAND REC,2011,Mid Year Semi-Annual,X,,
CUMBERLAND REC,2011,Year End Semi-Annual,,,
CUMBERLAND REC,2011,Year End Semi-Annual,X,,
CUMBERLAND REC,2012,First Quarter,,,
CUMBERLAND REC,2012,First Quarter,X,,
CUMBERLAND REC,2012,Fourth Quarter,,,
CUMBERLAND REC,2012,Fourth Quarter,X,,
CUMBERLAND REC,2012,Second Quarter,,,
CUMBERLAND REC,2012,Second Quarter,X,,
CUMBERLAND REC,2012,Third Quarter,,,
CUMBERLAND REC,2012,Third Quarter,X,,
CUMBERLAND REC,2013,Mid Year Semi-Annual,,,
CUMBERLAND REC,2013,Mid Year Semi-Annual,X,,
CUMBERLAND REC,2013,Year End Semi-Annual,,,
CUMBERLAND REC,2014,First Quarter,,,
CUMBERLAND REC,2014,Fourth Quarter,,,
CUMBERLAND REC,2014,Second Quarter,,,
CUMBERLAND REC,2014,Third Quarter,,,
CUMBERLAND REC,2015,Mid Year Semi-Annual,,,
CUMBERLAND REC,2015,Mid Year Semi-Annual,X,,
CUMBERLAND REC,2015,Year End Semi-Annual,,,
CUMBERLAND REC,2016,First Quarter,,,
CUMBERLAND REC,2016,First Quarter,X,,
CUMBERLAND REC,2016,Fourth Quarter,,,
CUMBERLAND REC,2016,Fourth Quarter,X,,
CUMBERLAND REC,2016,Third Quarter,X,,
CUMBERLAND REC,2017,Year End Semi-Annual,X,,
CUMBERLAND RM,2016,First Quarter,,,
CUMBERLAND RM,2016,Fourth Quarter,,,
CUMBERLAND RM,2016,Second Quarter,,,
CUMBERLAND RM,2019,Mid Year Semi-Annual,,,
CUMBERLAND RM,2019,Year End Semi-Annual,,,
CUMBERLAND RM,2020,Fourth Quarter,,,
CUMBERLAND RM,2020,Second Quarter,,,
CUMBERLAND RW,2008,First Quarter,X,,
CUMBERLAND RW,2008,Fourth Quarter,X,,
CUMBERLAND RW,2008,Second Quarter,X,,
CUMBERLAND RW,2008,Third Quarter,X,,
CUMBERLAND RW,2009,Mid Year Semi-Annual,,,
CUMBERLAND RW,2010,First Quarter,,,
CUMBERLAND RW,2010,Fourth Quarter,,,
CUMBERLAND RW,2010,Second Quarter,,,
CUMBERLAND RW,2010,Third Quarter,,,
CUMBERLAND RW,2011,Mid Year Semi-Annual,,,
CUMBERLAND RW,2011,Year End Semi-Annual,,,
CUMBERLAND RW,2012,First Quarter,,,
CUMBERLAND RW,2012,Fourth Quarter,,,
CUMBERLAND RW,2012,Second Quarter,,,
CUMBERLAND RW,2012,Second Quarter,X,,
CUMBERLAND RW,2012,Third Quarter,,,
CUMBERLAND RW,2013,Year End Semi-Annual,,,
CUMBERLAND RW,2014,First Quarter,,,
CUMBERLAND RW,2014,Fourth Quarter,,,
CUMBERLAND RW,2014,Second Quarter,,,
CUMBERLAND RW,2014,Third Quarter,,,
CUMBERLAND RW,2016,Second Quarter,,,
CUMBERLAND RW,2018,Third Quarter,,,
CUMBERLAND SD,2009,Year End Semi-Annual,,,
CUMBERLAND SD,2010,First Quarter,,,
CUMBERLAND SD,2010,Fourth Quarter,,,
CUMBERLAND SD,2010,Second Quarter,,,
CUMBERLAND SD,2010,Third Quarter,,,
CUMBERLAND SD,2014,First Quarter,,,
CUMBERLAND SD,2014,Fourth Quarter,,,
CUMBERLAND SD,2014,Second Quarter,X,,
CUMBERLAND SD,2014,Third Quarter,,,
CUMBERLAND SD,2014,Third Quarter,X,,
CUMBERLAND SD,2015,Mid Year Semi-Annual,X,,
CUMBERLAND SD,2015,Year End Semi-Annual,,,
CUMBERLAND SD,2016,First Quarter,X,,
CUMBERLAND SD,2016,Fourth Quarter,,,
CUMBERLAND SD,2016,Second Quarter,,,
CUMBERLAND SD,2016,Third Quarter,,,
CUMBERLAND SD,2016,Third Quarter,X,,
CUMBERLAND SD,2018,First Quarter,,,
CUMBERLAND SD,2018,Second Quarter,,,
CUMBERLAND SD,2019,Mid Year Semi-Annual,,,
CUMBERLAND SD,2019,Year End Semi-Annual,,,
CUMBERLAND SD,2020,Fourth Quarter,,,
CUMBERLAND SD,2020,Second Quarter,,,
CUMBERLAND YD,2010,First Quarter,,,
CUMBERLAND YD,2010,Fourth Quarter,,,
CUMBERLAND YD,2010,Second Quarter,,,
CUMBERLAND YD,2010,Third Quarter,,,
CUNNINGHAM COMM,2009,Final,,,
CUNNINGHAM FOR NORTH CAROLINA,2018,Organizational,,,
CURRITUCK DEC,2010,Fourth Quarter,,,
CURRITUCK DEC,2010,Second Quarter,,,
CURRITUCK DEC,2010,Third Quarter,,,
CURRITUCK DEC,2011,Mid Year Semi-Annual,,,
CURRITUCK DEC,2011,Year End Semi-Annual,,,
CURRITUCK DEC,2012,First Quarter,,,
CURRITUCK DEC,2012,Fourth Quarter,,,
CURRITUCK DEC,2012,Second Quarter,,,
CURRITUCK DEC,2012,Third Quarter,,,
CURRITUCK DEC,2013,Mid Year Semi-Annual,,,
CURRITUCK DEC,2013,Year End Semi-Annual,,,
CURRITUCK DEC,2014,First Quarter,,,
CURRITUCK DEC,2014,Fourth Quarter,,,
CURRITUCK DEC,2014,Second Quarter,,,
CURRITUCK DEC,2014,Third Quarter,,,
CURRITUCK DEC,2015,Mid Year Semi-Annual,,,
CURRITUCK DEC,2015,Year End Semi-Annual,,,
CURRITUCK DEC,2016,First Quarter,,,
CURRITUCK DEC,2016,Fourth Quarter,,,
CURRITUCK DEC,2016,Second Quarter,,,
CURRITUCK DEC,2016,Third Quarter,,,
CURRITUCK DEC,2016,Year End Semi-Annual,,,
CURRITUCK DEC,2019,Mid Year Semi-Annual,,,
CURRITUCK DEC,2019,Year End Semi-Annual,,,
CURRITUCK DEC,2020,Second Quarter,,,
CURRITUCK REC,2009,Year End Semi-Annual,,,
CURRITUCK REC,2010,First Quarter,,,
CURRITUCK REC,2010,Fourth Quarter,,,
CURRITUCK REC,2010,Fourth Quarter,X,,
CURRITUCK REC,2010,Second Quarter,,,
CURRITUCK REC,2010,Third Quarter,,,
CURRITUCK REC,2011,Mid Year Semi-Annual,,,
CURRITUCK REC,2011,Year End Semi-Annual,,,
CURRITUCK REC,2012,First Quarter,,,
CURRITUCK REC,2012,Fourth Quarter,,,
CURRITUCK REC,2012,Second Quarter,,,
CURRITUCK REC,2012,Third Quarter,,,
CURRITUCK REC,2012,Third Quarter,X,,
CURRITUCK REC,2013,Mid Year Semi-Annual,,,
CURRITUCK REC,2013,Year End Semi-Annual,,,
CURRITUCK REC,2014,First Quarter,,,
CURRITUCK REC,2014,Fourth Quarter,,,
CURRITUCK REC,2014,Mid Year Semi-Annual,,,
CURRITUCK REC,2014,Third Quarter,,,
CURRITUCK REC,2015,Year End Semi-Annual,,,
CURRITUCK REC,2016,First Quarter,,,
CURRITUCK REC,2016,Fourth Quarter,,,
CURRITUCK REC,2016,Second Quarter,,,
CURRITUCK REC,2016,Third Quarter,,,
CURRITUCK REC,2018,First Quarter,X,,
CURRITUCK REC,2018,Third Quarter,X,,
CURRITUCK REC,2018,Year End Semi-Annual,,,
CURRITUCK REC,2019,Mid Year Semi-Annual,,,
CURRITUCK REC,2019,Year End Semi-Annual,,,
CURRITUCK REC,2019,Year End Semi-Annual,X,,
CURRITUCK REC,2020,Fourth Quarter,,,
CURRITUCK REC,2020,Second Quarter,,,
CVS CORP FED PAC,2003,Ten-day,,,
CVS CORP FED PAC,2008,Final,,,
CVS HEALTH PAC,2015,Mid Year Semi-Annual,,,
CVS HEALTH PAC,2016,Fourth Quarter,,,
CVS HEALTH PAC,2016,Mid Year Semi-Annual,,,
CVS HEALTH PAC,2016,Second Quarter,,,
CVS HEALTH PAC,2016,Third Quarter,,,
CVS HEALTH PAC,2017,Mid Year Semi-Annual,,,
CVS HEALTH PAC,2019,Year End Semi-Annual,,,
CVS HEALTH PAC (FMLY CAREMARK PAC),2015,Year End Semi-Annual,X,,
CWA WORKING VOICES,2016,Independent Expenditure Report,,,
CY GRANT FOR JUDGE,2012,First Quarter,,,
CYBERPOL,2012,Fourth Quarter,X,,
CYBERPOL,2012,Organizational,,,
CYBERPOL,2012,Third Quarter,,,
CYBERPOL,2013,Mid Year Semi-Annual,,,
CYBERPOL,2013,Year End Semi-Annual,,,
CYBERPOL,2014,First Quarter,,,
CYBERPOL,2014,Fourth Quarter,,,
CYBERPOL,2014,Second Quarter,,,
CYBERPOL,2014,Third Quarter,,,
CYBERPOL,2015,Mid Year Semi-Annual,,,
CYBERPOL,2015,Year End Semi-Annual,,,
CYBERPOL,2016,First Quarter,,,
CYBERPOL,2016,Second Quarter,,,
CYNTHIA GARNER BARNHILL FOR DIST CT JUDGE,2003,Mid Year Semi-Annual,,,
CYNTHIA WALLACE FOR CONGRESS,2020,Second Quarter,,,
CYPRESS SOLAR PAC,2018,Third Quarter,,,
CZAJKOWSKI FOR MAYOR (CHAPEL HILL),2009,Organizational,,,
CZAJKOWSKI FOR MAYOR (CHAPEL HILL),2009,Organizational,X,,
CZAJKOWSKI FOR MAYOR (CHAPEL HILL),2009,Pre-Election,,,
CZAJKOWSKI FOR MAYOR (CHAPEL HILL),2009,Special,,,
CZAJKOWSKI FOR MAYOR (CHAPEL HILL),2009,Year End Semi-Annual,,,
D.D. ADAMS FOR CONGRESS,2018,First Quarter,,,
D.D. ADAMS FOR CONGRESS,2018,Organizational,,,
D.D. ADAMS FOR CONGRESS,2019,Final,,,
DAGA,2019,Mid Year Semi-Annual,,,
DAGA PAC,2019,Year End Semi-Annual,,,
DAGA PEOPLE'S LAWYER PROJECT NC,2020,Second Quarter,X,,
DALTON FOR LT GOVERNOR,2004,First Quarter,X,,
DALTON FOR LT GOVERNOR,2004,Fourth Quarter,X,,
DALTON FOR LT GOVERNOR,2004,Second Quarter,X,,
DALTON FOR LT GOVERNOR,2004,Third Quarter,X,,
DAMON FOR JUDGE COMM,2006,Organizational,,,
DAN GREEN FOR JUDGE COMM,2002,Final,X,,
DAN GREEN FOR JUDGE COMM,2002,First Quarter,X,,
DAN GREEN FOR JUDGE COMM,2002,Interim,X,,
DAN GREEN FOR JUDGE COMM,2002,Organizational,X,,
DAN GREEN FOR JUDGE COMM,2002,Second Quarter,X,,
DAN GREEN FOR JUDGE COMM,2002,Third Quarter,X,,
DAN ROBINSON FOR 29TH SENATE,2002,Third Quarter,X,,
DANAE AICHER FOR NC HOUSE,2019,Organizational,,,
DANCY FOR HOUSE,2012,Third Quarter,,,
DANIEL T (DAN) BLUE JR CANDIDATE,1999,Year End Semi-Annual,,,
DANIEL T (DAN) BLUE JR CANDIDATE,2000,Fourth Quarter,,,
DANIEL T (DAN) BLUE JR CANDIDATE,2003,Final,,,
DANIEL WILSON FOR NC SENATE,2012,Final,,,
DANIEL WILSON FOR NC SENATE,2012,First Quarter,,,
DANIEL WILSON FOR NC SENATE,2012,Organizational,,,
DANIEL WILSON FOR NC SENATE,2012,Second Quarter,,,
DANIEL WILSON FOR NC SENATE,2012,Third Quarter,,,
DANIELLE ADAMS FOR CONGRESS,2014,Fourth Quarter,,,
DANIELLE ADAMS FOR CONGRESS,2014,Third Quarter,,,
DANIELLE ADAMS FOR CONGRESS,2016,Final,,,
DANNELLY CAMPAIGN COMM,1999,Mid Year Semi-Annual,X,,
DANNELLY CAMPAIGN COMM,1999,Year End Semi-Annual,X,,
DANNELLY CAMPAIGN COMM,2000,First Quarter,X,,
DANNELLY CAMPAIGN COMM,2000,Fourth Quarter,X,,
DANNELLY CAMPAIGN COMM,2000,Second Quarter,X,,
DANNELLY CAMPAIGN COMM,2000,Third Quarter,X,,
DANNELLY CAMPAIGN COMM,2001,Mid Year Semi-Annual,X,,
DANNIE MONTGOMERY CAMPAIGN COMMITTEE,2015,Year End Semi-Annual,,,
DANNIE MONTGOMERY CAMPAIGN COMMITTEE,2016,First Quarter,,,
DANTONIO FOR SENATE,2018,Second Quarter,X,,
DANTONIO FOR SENATE,2018,Third Quarter,X,,
DANTONIO FOR SENATE,2019,Final,,,
DANTONIO FOR SENATE,2019,Mid Year Semi-Annual,,,
DARE COUNTY REPUBLICAN PARTY,2013,Year End Semi-Annual,,,
DARE COUNTY REPUBLICAN PARTY,2014,Fourth Quarter,,,
DARE COUNTY REPUBLICAN PARTY,2014,Second Quarter,,,
DARE COUNTY REPUBLICAN PARTY,2014,Third Quarter,,,
DARE COUNTY REPUBLICAN PARTY,2015,Mid Year Semi-Annual,,,
DARE COUNTY REPUBLICAN PARTY,2015,Year End Semi-Annual,,,
DARE COUNTY REPUBLICAN PARTY,2016,First Quarter,,,
DARE DEC,2009,Year End Semi-Annual,,,
DARE DEC,2010,First Quarter,,,
DARE DEC,2010,Fourth Quarter,,,
DARE DEC,2010,Fourth Quarter,X,,
DARE DEC,2010,Second Quarter,,,
DARE DEC,2010,Second Quarter,X,,
DARE DEC,2010,Third Quarter,,,
DARE DEC,2010,Third Quarter,X,,
DARE DEC,2011,Mid Year Semi-Annual,,,
DARE DW,2008,Fourth Quarter,,,
DARE DW,2008,Third Quarter,,,
DARE DW,2009,Mid Year Semi-Annual,,,
DARE DW,2009,Year End Semi-Annual,,,
DARE DW,2010,First Quarter,,,
DARE DW,2010,Fourth Quarter,,,
DARE DW,2010,Second Quarter,,,
DARE DW,2010,Third Quarter,,,
DARE DW,2015,Mid Year Semi-Annual,,,
DARE DW,2016,First Quarter,,,
DARE DW,2016,Fourth Quarter,,,
DARE DW,2016,Second Quarter,,,
DARE DW,2016,Third Quarter,,,
DARE DW,2017,Year End Semi-Annual,X,,
DARE DW,2019,Mid Year Semi-Annual,,,
DARE DW,2019,Year End Semi-Annual,,,
DARE DW,2020,Fourth Quarter,,,
DARE DW,2020,Second Quarter,,,
DARE REC,2008,Third Quarter,,,
DARE REC,2009,Mid Year Semi-Annual,X,,
DARE REC,2009,Year End Semi-Annual,,,
DARE REC,2010,Fourth Quarter,,,
DARE4BOB POLITICAL ACTION COMMITTEE,2020,Fourth Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2010,Fourth Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2011,Mid Year Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2011,Year End Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2012,Mid Year Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2012,Year End Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2013,Mid Year Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2013,Mid Year Semi-Annual,X,,
DARRELL B CAYTON JR FOR JUDGE,2013,Year End Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2014,First Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2014,Fourth Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2014,Second Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2014,Third Quarter,,,
DARRELL B CAYTON JR FOR JUDGE,2014,Year End Semi-Annual,,,
DARRELL B CAYTON JR FOR JUDGE,2017,Special,,,
DARRELL B CAYTON JR FOR JUDGE,2018,Third Quarter,,,
DARREN ALLEN FOR JUDGE,2016,Special,,,
DARREN JACKSON FOR NC HOUSE,2009,Organizational,,,
DARREN JACKSON FOR NC HOUSE,2010,First Quarter,,,
DARREN JACKSON FOR NC HOUSE,2010,Fourth Quarter,,,
DARREN JACKSON FOR NC HOUSE,2010,Third Quarter,,,
DARREN JACKSON FOR NC HOUSE,2011,Mid Year Semi-Annual,,,
DARREN JACKSON FOR NC HOUSE,2011,Year End Semi-Annual,,,
DARREN JACKSON FOR NC HOUSE,2012,First Quarter,,,
DARREN JACKSON FOR NC HOUSE,2012,First Quarter,X,,
DARREN JACKSON FOR NC HOUSE,2012,Fourth Quarter,,,
DARREN JACKSON FOR NC HOUSE,2012,Second Quarter,,,
DARREN JACKSON FOR NC HOUSE,2012,Second Quarter,X,,
DARREN JACKSON FOR NC HOUSE,2012,Third Quarter,,,
DARREN JACKSON FOR NC HOUSE,2012,Third Quarter,X,,
DARREN JACKSON FOR NC HOUSE,2013,Mid Year Semi-Annual,,,
DARREN JACKSON FOR NC HOUSE,2013,Year End Semi-Annual,,,
DARREN JACKSON FOR NC HOUSE,2014,First Quarter,,,
DARREN JACKSON FOR NC HOUSE,2014,Second Quarter,,,
DARREN JACKSON FOR NC HOUSE,2014,Third Quarter,,,
DARREN JACKSON FOR NC HOUSE,2014,Third Quarter,X,,
DAVID BRANTLEY FOR SENATE,2018,Organizational,,,
DAVID BRANTLEY FOR SENATE,2020,Year End Semi-Annual,,,
DAVID C BRINKLEY FOR NC HOUSE,2018,Final,X,,
DAVID C BRINKLEY FOR NC HOUSE,2018,Organizational,,,
